2020-02-16/16:36:58		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:05		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:05		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:06		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:07		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:08		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:09		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:10		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:11		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:12		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:13		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:14		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:15		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:16		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:17		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:18		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
2020-02-16/16:43:19		 phising_08012020_120000.csv: File loaded successfully!!
